data_year,utility_number,utility_name,state,ba_code,reporting_year_incremental_annual_savings_energy_savings_mwh_residential,reporting_year_incremental_annual_savings_energy_savings_mwh_commercial,reporting_year_incremental_annual_savings_energy_savings_mwh_industrial,reporting_year_incremental_annual_savings_energy_savings_mwh_transportation,reporting_year_incremental_annual_savings_energy_savings_mwh_total,reporting_year_incremental_annual_savings_peak_demand_savings_mw_residential,reporting_year_incremental_annual_savings_peak_demand_savings_mw_commercial,reporting_year_incremental_annual_savings_peak_demand_savings_mw_industrial,reporting_year_incremental_annual_savings_peak_demand_savings_mw_transportation,reporting_year_incremental_annual_savings_peak_demand_savings_mw_total,incremental_life_cycle_savings_energy_savings_mwh_residential,incremental_life_cycle_savings_energy_savings_mwh_commercial,incremental_life_cycle_savings_energy_savings_mwh_industrial,incremental_life_cycle_savings_energy_savings_mwh_transportation,incremental_life_cycle_savings_energy_savings_mwh_total,incremental_life_cycle_savings_peak_demand_savings_mw_residential,incremental_life_cycle_savings_peak_demand_savings_mw_commercial,incremental_life_cycle_savings_peak_demand_savings_mw_industrial,incremental_life_cycle_savings_peak_demand_savings_mw_transportation,incremental_life_cycle_savings_peak_demand_savings_mw_total,reporting_year_incremental_cost_customer_incentives_thousand_dollars_residential,reporting_year_incremental_cost_customer_incentives_thousand_dollars_commercial,reporting_year_incremental_cost_customer_incentives_thousand_dollars_industrial,reporting_year_incremental_cost_customer_incentives_thousand_dollars_transportation,reporting_year_incremental_cost_customer_incentives_thousand_dollars_total,reporting_year_incremental_cost_all_other_costs_thousand_dollars_residential,reporting_year_incremental_cost_all_other_costs_thousand_dollars_commercial,reporting_year_incremental_cost_all_other_costs_thousand_dollars_industrial,reporting_year_incremental_cost_all_other_costs_thousand_dollars_transportation,reporting_year_incremental_cost_all_other_costs_thousand_dollars_total,incremental_life_cycle_costs_customer_incentives_thousand_dollars_residential,incremental_life_cycle_costs_customer_incentives_thousand_dollars_commercial,incremental_life_cycle_costs_customer_incentives_thousand_dollars_industrial,incremental_life_cycle_costs_customer_incentives_thousand_dollars_transportation,incremental_life_cycle_costs_customer_incentives_thousand_dollars_total,incremental_life_cycle_costs_all_other_costs_thousand_dollars_residential,incremental_life_cycle_costs_all_other_costs_thousand_dollars_commercial,incremental_life_cycle_costs_all_other_costs_thousand_dollars_industrial,incremental_life_cycle_costs_all_other_costs_thousand_dollars_transportation,incremental_life_cycle_costs_all_other_costs_thousand_dollars_total,weighted_average_life_years_residential,weighted_average_life_years_commercial,weighted_average_life_years_industrial,weighted_average_life_years_transportation,weighted_average_life_years_website
2024,11811.0,Town of Massena - (NY),NY,NYIS,224.33,109.18,,,333.51,,,,,,1352.46,1200.73,,,2553.19,,,,,,10.27,8.86,,,19.13,25.94,22.94,,,48.88,10.27,8.86,,,19.13,25.94,22.94,,,48.88,5.32,11,0,0,
2024,12087.0,McKenzie Electric Coop Inc,ND,SWPP,,,,,,,,,,,,,,,,,,,,,1.2,,,,1.2,,,,,,1.2,,,,1.2,,,,,,,,,,
2024,12187.0,City of McMinnville - (OR),OR,BPAT,152.637,530.281,1111.496,0,1794.414,0.038,0.047,0.063,0,0.148,3367.557,10075.345,13337.951,0,26780.853,0.038,0.047,0.063,0,0.148,268.608,94.477,181.922,0,545.007,6.117,21.253,44.546,0,71.916,268.608,94.477,181.922,0,545.007,6.117,21.253,44.546,0,71.916,22.063,19,12,0,mc-power.com
2024,12199.0,Montana-Dakota Utilities Co,MT,SWPP,3.19,278.32,,,281.51,0,0.048,,,0.048,31.875,4092.899,,,4124.774,0,0.048,,,0.048,0.159,26.766,,,26.925,0,0,,,0,0.159,26.766,,,26.925,0,0,,,0,10,10,,,
2024,12312.0,Merced Irrigation District,CA,CISO,15.887,765.706,,,781.593,0.002,0.061,,,0.063,15.887,765.706,,,781.593,0.002,0.061,,,0.063,11.9,94.8,,,106.7,,,,,,11.9,94.8,,,106.7,,,,,,1,1,,,
2024,12341.0,MidAmerican Energy Co,IA,MISO,35094.5,102979.1,21944.6,0,160018.2,11.3,26,3.6,0,40.9,107833.9,1918138,289867.2,0,2315839.1,6.8,28.2,3.4,0,38.4,3831,19026,5474,0,28331,3434,4062,1598,0,9094,3831,19026,5474,0,28331,3434,4062,1598,0,9094,2.8,18.65,13.23,0,https://efs.iowa.gov/efs/ShowDocketSummary.do?docketNumber=EEP-2012-0002   
2024,12341.0,MidAmerican Energy Co,IL,MISO,4983,3719.4,902.9,0,9605.3,1.6,0.8,0.1,0,2.5,13017.9,43857.4,11951.9,0,68827.2,0.6,0.7,0.1,0,1.4,507,671,215,0,1393,424,297,160,0,881,507,671,215,0,1393,424,297,160,0,881,2.61,11.79,13.24,0,http://www.icc.illinois.gov/docket/Documents.aspx?no=13-0423
2024,12395.0,Menard Electric Coop,IL,MISO,17.51,,,,17.51,0.002,,,,0.002,262.65,,,,262.65,0.002,,,,0.002,0.9,,,,0.9,0.2,,,,0.2,0.9,,,,0.9,0.2,,,,0.2,15,,,,www.menard.com
2024,12450.0,Midland Power Coop,IA,MISO,516.265,0.747,,,517.012,0.044,0.001,,,0.045,10190.929,11.205,,,10202.134,0.044,0.001,,,0.045,153.566,3.05,,,156.616,81.573,0.001,,,81.574,153.566,3.05,,,156.616,81.573,0.001,,,81.574,15,15,,,
2024,12478.0,Town of Middletown - (DE),DE,PJM,34,607,0,,641,0.008,0.084,0,,0.092,433,9090,0,,9523,0.008,0.084,0,,0.092,9,18,0,,27,27,52,0,,79,9,18,0,,27,27,52,0,,79,12.62,14.99,0,,
2024,12539.0,Midwest Electric Member Corp - (NE),NE,WACM,348.73,31.79,8.73,0,389.25,0.07,0.01,0,0,0.08,5242.34,381.5,174.59,0,5798.43,0.07,0.01,0,0,0.08,125.072,0.17,5.995,0,131.237,0,0,0,0,0,125.072,0.17,5.995,0,131.237,0,0,0,0,0,15.32,12,20,0,
2024,12642.0,Maquoketa Valley Rrl Elec Coop,IA,MISO,591.91,,,,591.91,0.8,,,,0.8,5919.1,,,,5919.1,0.8,,,,0.8,164.615,,,,164.615,10.944,,,,10.944,164.615,,,,164.615,10.944,,,,10.944,10,,,,https://mvec.coop/rebates
2024,12647.0,"ALLETE, Inc.",MN,MISO,11828.397,57972.08,,,69800.477,1.412,4.004,,,5.416,141089.292,794654.67,,,935743.962,0.924,2.692,,,3.616,1710.748,2847.528,,,4558.276,2220.539,941.877,,,3162.416,1710.748,2847.528,,,4558.276,2220.539,941.877,,,3162.416,11.928,13.708,,,
2024,12685.0,Entergy Mississippi LLC,MS,MISO,20396,22994,,,43390,4.14,4.85,,,8.99,230773,284317,,,515090,4.14,4.85,,,8.99,3762,5646,,,9408,2105,2302,,,4407,3762,5646,,,9408,2105,2302,,,4407,11.314,12.365,,,
2024,12686.0,Mississippi Power Co,MS,SOCO,15778.53,10499.02,0,0,26277.55,4.13,3.46,0,0,7.59,102057.36,98473.35,0,0,200530.71,4.13,3.46,0,0,7.59,2032.95,1613.29,0,0,3646.24,1046.63,283.5,0,0,1330.13,2032.95,1613.29,0,0,3646.24,1046.63,283.5,0,0,1330.13,6.82,9.38,0,0,
2024,12692.0,"Missoula Electric Coop, Inc",MT,BPAT,65.876,208.743,18.149,0,292.768,0.043,0.063,0.001,0,0.107,6076.625,3501.894,314.135,0,9892.654,0.003,0.005,0.001,0,0.009,28.706,36.026,3.288,0,68.02,15.84,68.317,5.939,0,90.096,354.097,111.056,8.488,0,473.641,420.41,147.307,19.619,0,587.336,16.106,11.733,8.712,0,
2024,12698.0,Evergy Missouri West,MO,SWPP,10217.483,29693.836,,,39911.319,3.815,5.668,,,9.483,170963.491,353385.973,,,524349.464,3.815,5.668,,,9.483,3074.02,3637.07,,,6711.09,1836.98,1804.5,,,3641.48,3074.02,3637.07,,,6711.09,1836.98,1804.5,,,3641.48,16.7,11.9,,,
2024,12744.0,Modern Electric Water Company,WA,AVA,25.28,365.187,,,390.467,0.005,0.086,,,0.091,602.027,4382.246,,,4984.273,0.005,0.086,,,0.091,15.442,55.47,,,70.912,3.979,57.479,,,61.458,15.442,55.47,,,70.912,3.979,57.479,,,61.458,23.815,12,,,modernelectricwater.com
2024,12745.0,Modesto Irrigation District,CA,BANC,439,2034,614,0,3087,0.1,0.2,0.2,0,0.5,5981,30494,7437,0,43912,0.1,0.1,0.1,0,0.3,267,168,89,0,524,222,541,141,0,904,267,168,89,0,524,222,541,141,0,904,14.616,14.999,13.332,0,
2024,12825.0,NorthWestern Energy LLC - (MT),MT,NWMT,8725,50144,,,58869,0.15,0,,,0.15,133094,711526,,,844620,0.15,0,,,0.15,123,3918,,,4041,3568,4646,,,8214,123,4485,,,4608,3568,4646,,,8214,15.25,14.3,,,
2024,12894.0,City of Moorhead - (MN),MN,SWPP,198.181,96.208,438.282,,732.671,0.041,0.037,0.17,,0.248,3489.818,1372.804,6253.886,,11116.508,0.041,0.037,0.17,,0.248,23.458,11.456,52.19,,87.104,28.671,14.002,63.787,,106.46,23.458,11.456,52.19,,87.104,28.671,14.002,63.787,,106.46,17.609,14.269,14.269,,
2024,13050.0,"Mountain Parks Electric, Inc",CO,WACM,229.53,284.05,0,0,513.58,0.06,0.06,0,0,0.12,2650.33,3408.64,0,0,6058.97,0.06,0.06,0,0,0.12,48.639,4.235,0,0,52.874,0,0,0,0,0,48.639,4.235,0,0,52.874,0,0,0,0,0,15.33,12,0,0,
2024,13058.0,"Mountain View Elec Assn, Inc",CO,WACM,1790.356,925.363,,,2715.719,0.83,0.38,,,1.21,26994.392,13853.925,,,40848.317,0.81,0.38,,,1.19,355.963,47.743,,,403.706,24.183,12.499,,,36.682,355.963,47.743,,,403.706,24.183,12.499,,,36.682,15.589,16.573,,,
2024,13143.0,Board of Water Electric & Communications,IA,MISO,42.73,159.25,,,201.98,0.012,0.027,,,0.039,809.67,2070.24,,,2879.91,0.014,0.085,,,0.099,23.38,5.38,,,28.76,0,0,,,0,43,70,,,113,0,0,,,0,18.948,13,,,
2024,13208.0,City of Naperville - (IL),IL,PJM,191.592,,,,191.592,4.789,,,,4.789,5577.243,,,,5577.243,4.78,,,,4.78,4.297,,,,4.297,8.643,,,,8.643,330.041,,,,330.041,17.132,,,,17.132,20,,,,
2024,13214.0,The Narragansett Electric Co,RI,ISNE,36796.127,25429.8,11159.84,,73385.767,4.759,3.637,1.596,,9.992,172162.458,205198.332,90051.067,,467411.857,4.759,3.637,1.596,,9.992,27912.08,22025.698,9665.954,,59603.732,13138.248,5869.399,2575.779,,21583.426,27912.08,22025.698,9665.954,,59603.732,13138.248,5869.399,2575.779,,21583.426,4.679,8.069,8.069,,"PPL Electric Utilities' Annual Reports are on a Program Year, not Calendar Year, basis (June 1 - May 31)        http://www.puc.state.pa.us/filing_resources/issues_laws_regulations/act_129_information/electric_distribution_company_act_129_reporting_requirements.aspx               "
2024,13337.0,Nebraska Public Power District,NE,SWPP,931.533,2261.035,730.644,0,3923.212,0.207,0.371,0,0,0.578,13770.416,25585.255,10959.66,0,50315.331,0.207,0.371,0,0,0.578,337.762,135.579,19.95,0,493.291,27.94,135.127,9.729,0,172.796,337.762,135.579,19.95,0,493.291,27.94,135.127,9.729,0,172.796,14.783,11.316,15,0,
2024,13407.0,Nevada Power Co,NV,NEVP,52733,133336,,,186069,4.6,24.8,,,29.4,441858,1422145,,,1864003,4.6,24.8,,,29.4,5300.39,5641.25,,,10941.64,9372.53,9066.18,,,18438.71,5300.39,5641.25,,,10941.64,9372.53,9066.18,,,18438.71,8.4,10.7,,,http://puc.nv.gov/utilities/electric
2024,13441.0,New Hampshire Elec Coop Inc,NH,ISNE,2008.025,3348.719,0,0,5356.744,0.32,0.257,0,0,0.577,26672.57,39917.8,0,0,66590.37,0.32,0.257,0,0,0.577,1996,1093,0,0,3089,940,360,0,0,1300,1996,1093,0,0,3089,940,360,0,0,1300,13.28,11.92,0,0,
2024,13478.0,"Entergy New Orleans, LLC",LA,MISO,27281,34688,12,,61981,6.82,1.59,0.004,,8.414,213029,401915,187,,615131,6.82,1.59,0.004,,8.414,5341,5168,2,,10511,2779,4799,2,,7580,5341,5168,2,,10511,2779,4799,2,,7580,7.809,11.586,15,,
2024,13511.0,New York State Elec & Gas Corp,NY,NYIS,72722.16,70534.74,,,143256.9,15,13.86,,,28.86,862644.65,1058605.56,,,1921250.21,15,13.86,,,28.86,16394.104,13605.057,,,29999.161,8224.933,3595.529,,,11820.462,16394.104,13605.057,,,29999.161,8224.933,3595.529,,,11820.462,15,15,,,
2024,13519.0,City of Newark - (DE),DE,PJM,41,2210,186,,2437,0.011,0.317,0.026,,0.354,326,29054,2783,,32163,0.011,0.317,0.026,,0.354,7,65,6,,78,33,189,24,,246,7,65,6,,78,33,189,24,,246,7.91,13.15,15,0,
2024,13573.0,Niagara Mohawk Power Corp.,NY,NYIS,108017,120727,73994,0,302738,1.463,22.197,13.605,0,37.265,1253990,1414672,867057,0,3535719,1.463,22.197,13.605,0,37.265,28450,27494,16851,0,72795,9492,3749,2298,0,15539,28450,27494,16851,0,72795,9492,3749,2298,0,15539,7,12,12,0,
2024,13630.0,North Carolina Mun Power Agny #1,NC,DUK,297.067,1626.308,634.967,,2558.342,0.059,0.974,0.497,,1.53,2749.742,15864.08,9044.505,,27658.327,0.057,0.898,0.417,,1.372,36.4,97.343,33.77,,167.513,120.656,63,20,,203.656,36.4,97.343,33.77,,167.513,120.656,63,20,,203.656,9.256,9.755,14.244,,
2024,13664.0,Norris Public Power District,NE,SWPP,730.061,717.669,1240.409,0,2688.139,0.154,0.108,0,0,0.262,11968.93,8006.707,12479.421,0,32455.058,0.154,0.108,0,0,0.262,261.489,40.906,111.95,0,414.345,27.351,25.98,59.573,0,112.904,261.489,40.906,111.95,0,414.345,27.351,25.98,59.573,0,112.904,16.394,11.157,10.061,0,
2024,13676.0,"North Arkansas Elec Coop, Inc",AR,MISO,205.735,,,,205.735,0.206,,,,0.206,3542.044,,,,3542.044,0.206,,,,0.206,0,,,,0,871.405,,,,871.405,0,,,,0,8745.056,,,,8745.056,10,,,,
2024,13687.0,North Carolina Eastern M P A,NC,CPLE,402.82,54,20,,476.82,0.18,0.18,0.1,,0.46,3138.09,162,60,,3360.09,0.17,0.11,0.06,,0.34,8.12,0,0,,8.12,148.16,36,2,,186.16,8.12,0,0,,8.12,148.16,36,2,,186.16,7.79,3,3,14,
2024,13725.0,City of North Platte,NE,SWPP,56.368,57.746,7.66,,121.774,0.012,0.02,0,,0.032,833.292,812.287,114.9,,1760.479,0.012,0.02,0,,0.032,26.605,8.158,0.3,,35.063,4.163,6.877,0.176,,11.216,26.605,8.158,0.3,,35.063,4.163,6.877,0.176,,11.216,14.783,14.067,15,,
2024,13756.0,Northern Indiana Pub Serv Co,IN,MISO,37353.54,75281.732,,,112635.272,36.868,7.98,,,44.848,159891.667,1047246.1,,,1207137.767,2.664,5.063,,,7.727,3245.219,8176.539,,,11421.758,4328.289,3638.688,,,7966.977,3245.219,8176.539,,,11421.758,4328.289,3638.688,,,7966.977,4.28,13.911,,,
2024,13780.0,Northern States Power Co,MI,MISO,526,524,,,1050,0.027,0.023,,,0.05,4656,5570,,,10226,0.027,0.023,,,0.05,116,28,,,144,122,72,,,194,116,28,,,144,122,72,,,194,8.851,10.621,,,
2024,13780.0,Northern States Power Co,WI,MISO,,,,,,,,,,,,,,,,,,,,,330,560,,,890,91,566,,,657,330,560,,,890,91,566,,,657,,,,,
2024,13781.0,Northern States Power Co - Minnesota,MN,MISO,108887,215324,109733,,433944,29.9,40.3,21.8,,92,1298982,3176357,1895166,,6370505,29.9,40.3,21.8,,92,22395,27255,10843,,60493,21789,28941,7478,,58208,22395,27255,10843,,60493,21789,28941,7478,,58208,11.93,14.752,17.271,,
2024,13781.0,Northern States Power Co - Minnesota,SD,MISO,1473,3782,,,5255,1,1,,,2,24953,60513,,,85466,1,1,,,2,151,185,,,336,64,65,,,129,151,185,,,336,64,65,,,129,16.941,16,,,
2024,13788.0,Northern Wasco County PUD,OR,BPAT,228,112,,,340,0.042,0.021,,,0.063,3910,1426,,,5336,0.042,0.021,,,0.063,356,34,,,390,0,0,,,0,356,34,,,390,0,0,,,0,17.11,12.69,,,
2024,13798.0,Northwest Iowa Power Coop,IA,SWPP,3116,0,1178,0,4294,0.26,0,0.2,0,0.46,67245,0,19655,0,86900,0.24,0,0.25,0,0.49,1186,0,278,0,1464,29,0,1,0,30,1186,0,278,0,1464,29,0,1,0,30,15,15,15,0,
2024,13839.0,City of Norwood - (MA),MA,ISNE,63.883,382.574,267.884,,714.341,0,0.154,0.064,,0.218,63.883,3825.74,2678.84,,6568.463,0,0.154,0.064,,0.218,461.486,91.257,24,,576.743,97.343,24.275,0.45,,122.068,461.486,912.57,240,,1614.056,97.343,242.75,4.5,,344.593,1,10,10,,
2024,13936.0,Oakdale Electric Coop,WI,MISO,127,38,11,0,176,0.02,0.001,0.002,0,0.023,2028,532,154,0,2714,0.02,0.001,0.002,0,0.023,25.702,0.482,0.121,0,26.305,45.131,4.513,0.501,0,50.145,25.702,0.482,0.121,0,26.305,45.131,4.513,0.501,0,50.145,15.971,14,14,,
2024,13998.0,Ohio Edison Co,OH,PJM,6886.877,24698.957,16130.202,0,47716.036,0.908,3.991,2.285,0,7.184,178534.141,226909.634,129617.871,0,535061.646,0.908,3.991,2.285,0,7.184,2716.512,1965.01,1704.908,0,6386.43,919.399,602.852,597.284,0,2119.535,2716.512,1965.01,1704.908,0,6386.43,919.399,602.852,597.284,0,2119.535,25.924,9.187,8.036,0,https://dis.puc.state.oh.us/
2024,14006.0,Ohio Power Co,OH,PJM,3080,,,,3080,0.3,,,,0.3,3080,,,,3080,0.3,,,,0.3,303,,,,303,970,,,,970,303,,,,303,970,,,,970,1,,,,
2024,14063.0,Oklahoma Gas & Electric Co,AR,SWPP,8960.926,22377.294,0,0,31338.22,1.787,3.679,0,0,5.466,138014.545,249023.887,0,0,387038.432,1.41,2.695,0,0,4.105,2748.17,2137.76,0,0,4885.93,1828.389,2524.873,0,0,4353.262,2748.17,2137.76,0,0,4885.93,1828.389,2524.873,0,0,4353.262,10.251,12,0,0,http://www.apscservices.info/eeAnnualReports.aspx   
2024,14063.0,Oklahoma Gas & Electric Co,OK,SWPP,51464.097,63829.196,63829.196,0,179122.489,10.269,9.559,9.559,0,29.387,821942.88,563127.355,563127.355,0,1948197.59,8.215,7.647,7.647,0,23.509,12153.565,5008.917,5008.917,0,22171.399,5637.354,4189.432,4189.432,0,14016.218,12153.565,5008.917,5008.917,0,22171.399,5637.354,4189.432,4189.432,0,14016.218,13.371,11,11,0,http://www.occeweb.com/pu/ogande.htm   
2024,14109.0,"Oregon Trail El Cons Coop, Inc",OR,BPAT,235.32,595.102,716.106,0,1546.528,0.08,0.09,0.041,0,0.211,3848.031,7643.828,14322.119,0,25813.978,0.08,0.09,0.041,0,0.211,195.679,91.565,187.797,0,475.041,8.57,21.672,26.079,0,56.321,195.679,91.565,187.797,0,475.041,8.57,21.672,26.079,0,56.321,16.352,14.857,20,0,
2024,14127.0,Omaha Public Power District,NE,SWPP,3484.31,8483.53,,,11967.84,1.9,2.91,,,4.81,39337.86,111982.6,,,151320.46,1.9,2.91,,,4.81,1776.1,758.74,,,2534.84,297.81,80.16,,,377.97,1776.1,758.74,,,2534.84,297.81,80.16,,,377.97,11.29,13.2,,,
2024,14154.0,Orange & Rockland Utils Inc,NY,NYIS,11961,60015,23171,0,95147,0.12,14.65,5.65,0,20.42,30501,888222,342931,0,1261654,0.12,14.65,5.65,0,20.42,1332,8255,318.7,0,9905.7,1050,1325,51.1,0,2426.1,1332,8255,318.7,0,9905.7,1050,1325,51.1,0,2426.1,2.6,14.8,14.8,0,
2024,14232.0,Otter Tail Power Co,MN,MISO,14193.669,28713.975,0,0,42907.644,2.382,3.921,0,0,6.303,165919.786,373045.536,0,0,538965.322,2.382,3.921,0,0,6.303,1641.603,2373.678,0,0,4015.281,972.703,1967.792,0,0,2940.495,1641.603,2373.678,0,0,4015.281,972.703,1967.792,0,0,2940.495,12.241,13.03,0,0,
2024,14232.0,Otter Tail Power Co,SD,MISO,986.776,13401.991,0,0,14388.767,0.349,2.653,0,0,3.002,26469.883,200861.756,0,0,227331.639,0.349,2.653,0,0,3.002,125.627,401.593,0,0,527.22,8.713,118.346,0,0,127.059,125.627,401.593,0,0,527.22,8.713,118.346,0,0,127.059,18.22,14.99,0,0,
2024,14246.0,City of Owatonna - (MN),MN,MISO,358,711,1114,0,2183,0.1,0.1,0.1,0,0.3,3575,7112,11136,0,21823,0.1,0.1,0.1,0,0.3,100,51,88,0,239,99,7,1,0,107,100,51,88,0,239,99,7,1,0,107,10,10,10,0,
2024,14328.0,Pacific Gas & Electric Co.,CA,CISO,878750,629491,67845,0,1576086,173,129,9,0,311,8481119,8372014,393679,0,17246812,196,141,8,0,345,3620,9868,9895,0,23383,103518,73782,21788,0,199088,3620,9868,9895,0,23383,103518,73782,21788,0,199088,9.7,13.3,5.8,0,
2024,14354.0,PacifiCorp,CA,PACW,257.932,284.485,217.924,0,760.341,0.047,0.052,0.04,0,0.139,3816.804,1954.412,1277.032,0,7048.248,0.047,0.052,0.04,0,0.139,388.452,42.842,34.397,0,465.691,464.183,127.681,338.16,0,930.024,388.452,42.842,34.397,0,465.691,464.183,127.681,338.16,0,930.024,14.798,6.87,5.86,0,https://www.pacificorp.com/environment/demand-side-management.html
2024,14354.0,PacifiCorp,ID,PACE,6954.473,4487.542,3161.213,0,14603.228,1.404,0.906,0.638,0,2.948,25412.567,58921.421,37918.276,0,122252.264,1.404,0.906,0.638,0,2.948,467.838,628.864,369.896,0,1466.598,635.065,1300.568,704.322,0,2639.955,467.838,628.864,369.896,0,1466.598,635.065,1300.568,704.322,0,2639.955,3.654,13.13,11.996,0,https://www.pacificorp.com/environment/demand-side-management.html
2024,14354.0,PacifiCorp,UT,PACE,194319.528,123439.776,60331.526,0,378090.83,28.06,17.825,8.712,0,54.597,1710331.687,1301055.237,475833.241,0,3487220.165,28.06,17.825,8.712,0,54.597,20509.062,18073.67,6150.376,0,44733.108,8314.28,10898.566,4233.11,0,23445.956,20509.062,18073.67,6150.376,0,44733.108,8314.28,10898.566,4233.11,0,23445.956,8.802,10.54,7.887,0,https://www.pacificorp.com/environment/demand-side-management.html
2024,14354.0,PacifiCorp,WA,PACW,12140.838,24578.669,4034.7,0,40754.207,1.674,3.389,0.556,0,5.619,150894.911,292920.077,52278.495,0,496093.483,1.674,3.389,0.556,0,5.619,3336.278,5836.689,878.689,0,10051.656,5394.743,5673.304,1015.443,0,12083.49,3336.278,5836.689,878.689,0,10051.656,5394.743,5673.304,1015.443,0,12083.49,12.429,11.918,12.957,0,https://www.pacificorp.com/environment/demand-side-management.html
2024,14354.0,PacifiCorp,WY,PACE,11237.044,11831.299,21946.417,0,45014.76,1.448,1.525,2.828,0,5.801,36024.403,147654.608,228454.705,0,412133.716,1.448,1.525,2.828,0,5.801,468.862,1215.318,1607.259,0,3291.439,1103.016,2868.677,1099.427,0,5071.12,468.862,1215.318,1607.259,0,3291.439,1103.016,2868.677,1099.427,0,5071.12,3.206,12.48,10.41,0,https://www.pacificorp.com/environment/demand-side-management.html
2024,14401.0,City of Palo Alto - (CA),CA,CISO,1079.8,868.4,469.6,,2417.8,0.079,0.104,0.08,,0.263,11138.951,7800.85,7037.167,,25976.968,0.079,0.104,0.08,,0.263,545.053,221.829,137.584,,904.466,329.139,266.64,104.598,,700.377,545.053,221.829,137.584,,904.466,329.139,266.64,104.598,,700.377,10.3,9,15,,
2024,14468.0,People's Cooperative Services,MN,MISO,983,3200,2261,0,6444,0.122,0.038,0.003,0,0.163,14540,40973,28964,0,84477,0.122,0.038,0.003,0,0.163,239.234,51.557,45.068,0,335.859,226.161,16.722,2.09,0,244.973,239.234,51.557,45.068,0,335.859,226.161,16.722,2.09,0,244.973,14.792,12.804,12.81,0,
2024,14534.0,City of Pasadena - (CA),CA,CISO,8420,1638,,,10058,0.17,0.26,,,0.43,12328,9876,,,22204,0.17,0.26,,,0.43,1278.025,505.939,,,1783.964,1052.8,451.2,,,1504,1278.025,505.939,,,1783.964,1052.8,451.2,,,1504,5.14,7.97,,,https://pwp.cityofpasadena.net/eereports/
2024,14537.0,Pascoag Utility District,RI,ISNE,60,0,492,0,552,0.006,0,0.093,0,0.099,765,0,2956,0,3721,0.006,0,0.093,0,0.099,81,0,58,0,139,27,0,19,0,46,81,0,58,0,139,27,0,19,0,46,12.8,,6,,
2024,14563.0,Pearl River Valley El Pwr Assn,MS,MISO,822.6,,,,822.6,0.4,,,,0.4,15777.3,,,,15777.3,0.4,,,,0.4,45.1,,,,45.1,152.5,,,,152.5,45.1,,,,45.1,152.5,,,,152.5,19.18,,,,
2024,14606.0,"Peace River Electric Coop, Inc",FL,SEC,12.433,56.672,0,0,69.105,0,0,0,0,0,155.415,647.198,0,0,802.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,11.416,0,0,
2024,14610.0,Orlando Utilities Comm,FL,FMPP,19745.675,7969.653,,,27715.328,0.635,1.302,,,1.937,47207.778,128811.762,,,176019.54,0.635,1.302,,,1.937,796.582,392.192,,,1188.774,1236.007,382.147,,,1618.154,796.582,392.192,,,1188.774,1236.007,382.147,,,1618.154,2.39,16.16,,,
2024,14624.0,PUD No 2 of Grant County,WA,GCPD,69.027,20720.338,5935.234,0,26724.599,0.008,2.365,0.678,0,3.051,2509.215,248659.11,73696.152,0,324864.477,0.008,2.365,0.678,0,3.051,46.094,243.724,224.685,0,514.503,5.793,74.388,127.973,0,208.154,46.094,243.724,224.685,0,514.503,5.793,74.388,127.973,0,208.154,36.35,12,12.42,0,
2024,14668.0,Peninsula Light Company,WA,BPAT,614,120,,,734,0.1,0.46,,,0.56,11667,1446,,,13113,0.1,0.46,,,0.56,267,18,,,285,169,19,,,188,267,18,,,285,169,19,,,188,19,12,,,penlight.org
2024,14715.0,PPL Electric Utilities Corp,PA,PJM,77889.003,129414.607,112892.532,0,320196.142,9.299,29.35,21.119,0,59.768,701001.027,1811804.494,1580495.446,0,4093300.967,8.736,27.046,14.178,0,49.96,15094.451,18070.352,6197.017,0,39361.82,13777.642,9460.508,4109.817,0,27347.967,15094.451,18070.352,6197.017,0,39361.82,13777.642,9460.508,4109.817,0,27347.967,9,14,14,0,
2024,14717.0,Pee Dee Electric Member Corp,NC,CPLE,13,,,,13,10.5,,,,10.5,222,,,,222,10.5,,,,10.5,8,,,,8,,,,,,8,,,,8,,,,,,17.5,,,,
2024,14940.0,PECO Energy Co,PA,PJM,85663,281582,0,0,367245,12.27,57.84,0,0,70.11,883621,2541664,0,0,3425285,37.73,84.86,0,0,122.59,15695,54495,0,0,70190,9.754,14.157,0,0,23.911,20269.08,56042.76,0,0,76311.84,13.513,37.362,0,0,50.875,10,10,0,0,
2024,15023.0,Piedmont Electric Member Corp,NC,DUK,917.252,133.91,,,1051.162,1,1,,,2,1578.682,1437.611,,,3016.293,1,1,,,2,14.5,0.5,,,15,42.1,1.44,,,43.54,14.5,0.5,,,15,42.1,1.44,,,43.54,1.88,17,,,
2024,15231.0,City of Port Angeles - (WA),WA,BPAT,184.426,173.567,348.511,,706.504,0.101,0.134,0.268,,0.503,1844.26,1736,3485,,7065.26,0.101,0.134,0.268,,0.503,144.493,62.204,51.207,,257.904,,,,,,144.493,62.204,51.207,,257.904,,,,,,10,10,10,,
2024,15257.0,"Poudre Valley REA, Inc",CO,WACM,2430.44,597.25,,,3027.69,0.49,0.11,,,0.6,36634.4,7246.2,,,43880.6,0.49,0.11,,,0.6,431.323,22.591,,,453.914,,,,,,431.323,22.591,,,453.914,,,,,,15.22,1.39,,,
